flight_id,airline,source,destination,route,departure_time,arrival_time,departure_hour,arrival_hour,departure_period,overnight_flag,flight_duration_minutes,flight_duration_hours,duration_status
SJ239,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 22:24:41,2026-04-21 00:10:41,22,0,Evening,True,106.0,1.77,Valid
6F099,IndiGo,MAA,DEL,MAA → DEL,2026-04-20 22:24:41,2026-04-20 22:59:41,22,22,Evening,False,35.0,0.58,Valid
AI048,Air India,CCU,DEL,CCU → DEL,2026-04-20 22:23:41,2026-04-21 02:15:41,22,2,Evening,True,232.0,3.87,Valid
SJ112,SpiceJet,HYD,DEL,HYD → DEL,2026-04-20 22:20:41,2026-04-21 00:40:41,22,0,Evening,True,140.0,2.33,Valid
6F164,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 22:18:41,2026-04-21 00:45:41,22,0,Evening,True,147.0,2.45,Valid
UK021,Vistara,HYD,MAA,HYD → MAA,2026-04-20 22:00:41,2026-04-20 23:50:41,22,23,Evening,False,110.0,1.83,Valid
SJ172,SpiceJet,CCU,DEL,CCU → DEL,2026-04-20 21:58:41,2026-04-21 01:14:41,21,1,Evening,True,196.0,3.27,Valid
AI060,Air India,DEL,HYD,DEL → HYD,2026-04-20 21:58:41,2026-04-20 23:51:41,21,23,Evening,False,113.0,1.88,Valid
SJ205,SpiceJet,HYD,CCU,HYD → CCU,2026-04-20 21:56:41,2026-04-20 23:00:41,21,23,Evening,False,64.0,1.07,Valid
SJ093,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 21:55:41,2026-04-20 23:01:41,21,23,Evening,False,66.0,1.1,Valid
6F195,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 21:44:41,2026-04-20 22:39:41,21,22,Evening,False,55.0,0.92,Valid
UK003,Vistara,HYD,DEL,HYD → DEL,2026-04-20 21:41:41,2026-04-21 02:19:41,21,2,Evening,True,278.0,4.63,Valid
UK026,Vistara,HYD,MAA,HYD → MAA,2026-04-20 21:38:41,2026-04-20 23:44:41,21,23,Evening,False,126.0,2.1,Valid
6F174,IndiGo,DEL,HYD,DEL → HYD,2026-04-20 21:36:41,2026-04-20 22:16:41,21,22,Evening,False,40.0,0.67,Valid
UK067,Vistara,BOM,CCU,BOM → CCU,2026-04-20 21:36:41,2026-04-21 01:02:41,21,1,Evening,True,206.0,3.43,Valid
SJ149,SpiceJet,HYD,MAA,HYD → MAA,2026-04-20 21:20:41,2026-04-20 23:20:42,21,23,Evening,False,120.02,2.0,Valid
6F213,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 21:05:41,2026-04-21 00:32:41,21,0,Evening,True,207.0,3.45,Valid
UK200,Vistara,CCU,DEL,CCU → DEL,2026-04-20 20:54:41,2026-04-20 22:45:41,20,22,Evening,False,111.0,1.85,Valid
SJ214,SpiceJet,BOM,MAA,BOM → MAA,2026-04-20 20:54:41,2026-04-20 22:10:41,20,22,Evening,False,76.0,1.27,Valid
SJ047,SpiceJet,HYD,BOM,HYD → BOM,2026-04-20 20:44:41,2026-04-20 21:21:41,20,21,Evening,False,37.0,0.62,Valid
AI179,Air India,HYD,BOM,HYD → BOM,2026-04-20 20:41:41,2026-04-21 01:19:41,20,1,Evening,True,278.0,4.63,Valid
SJ153,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 20:37:41,2026-04-20 22:00:41,20,22,Evening,False,83.0,1.38,Valid
6F236,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 20:35:41,2026-04-20 23:54:41,20,23,Evening,False,199.0,3.32,Valid
UK059,Vistara,HYD,MAA,HYD → MAA,2026-04-20 20:33:41,2026-04-20 22:10:41,20,22,Evening,False,97.0,1.62,Valid
SJ001,SpiceJet,BOM,MAA,BOM → MAA,2026-04-20 20:28:41,2026-04-21 01:15:41,20,1,Evening,True,287.0,4.78,Valid
SJ049,SpiceJet,CCU,DEL,CCU → DEL,2026-04-20 20:26:41,2026-04-21 00:26:41,20,0,Evening,True,240.0,4.0,Valid
6F086,IndiGo,MAA,HYD,MAA → HYD,2026-04-20 20:23:41,2026-04-20 21:00:41,20,21,Evening,False,37.0,0.62,Valid
AI220,Air India,BOM,DEL,BOM → DEL,2026-04-20 20:19:41,2026-04-20 21:57:41,20,21,Evening,False,98.0,1.63,Valid
AI188,Air India,CCU,HYD,CCU → HYD,2026-04-20 20:16:41,2026-04-20 23:02:41,20,23,Evening,False,166.0,2.77,Valid
6F114,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 20:10:41,2026-04-20 21:00:41,20,21,Evening,False,50.0,0.83,Valid
SJ179,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 20:09:41,2026-04-20 23:39:41,20,23,Evening,False,210.0,3.5,Valid
6F190,IndiGo,DEL,MAA,DEL → MAA,2026-04-20 20:02:41,2026-04-21 00:36:41,20,0,Evening,True,274.0,4.57,Valid
SJ003,SpiceJet,MAA,CCU,MAA → CCU,2026-04-20 19:50:41,2026-04-20 20:32:41,19,20,Evening,False,42.0,0.7,Valid
6F028,IndiGo,HYD,CCU,HYD → CCU,2026-04-20 19:49:41,2026-04-20 21:49:41,19,21,Evening,False,120.0,2.0,Valid
UK036,Vistara,CCU,BLR,CCU → BLR,2026-04-20 19:48:41,2026-04-21 00:12:41,19,0,Evening,True,264.0,4.4,Valid
SJ160,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 19:45:41,2026-04-20 20:30:41,19,20,Evening,False,45.0,0.75,Valid
6F151,IndiGo,CCU,HYD,CCU → HYD,2026-04-20 19:44:41,2026-04-20 22:04:41,19,22,Evening,False,140.0,2.33,Valid
UK140,Vistara,MAA,BLR,MAA → BLR,2026-04-20 19:37:41,2026-04-20 21:00:41,19,21,Evening,False,83.0,1.38,Valid
AI115,Air India,MAA,BLR,MAA → BLR,2026-04-20 19:37:41,2026-04-21 00:26:41,19,0,Evening,True,289.0,4.82,Valid
AI132,Air India,BLR,BOM,BLR → BOM,2026-04-20 19:32:41,2026-04-20 21:41:41,19,21,Evening,False,129.0,2.15,Valid
UK209,Vistara,MAA,BLR,MAA → BLR,2026-04-20 19:02:41,2026-04-20 21:47:41,19,21,Evening,False,165.0,2.75,Valid
SJ043,SpiceJet,MAA,DEL,MAA → DEL,2026-04-20 18:59:41,2026-04-20 21:08:41,18,21,Evening,False,129.0,2.15,Valid
UK176,Vistara,HYD,BLR,HYD → BLR,2026-04-20 18:41:41,2026-04-20 22:49:41,18,22,Evening,False,248.0,4.13,Valid
UK216,Vistara,MAA,HYD,MAA → HYD,2026-04-20 18:33:41,2026-04-20 21:47:41,18,21,Evening,False,194.0,3.23,Valid
UK150,Vistara,DEL,CCU,DEL → CCU,2026-04-20 18:31:41,2026-04-20 19:01:41,18,19,Evening,False,30.0,0.5,Valid
UK145,Vistara,BOM,HYD,BOM → HYD,2026-04-20 18:30:41,2026-04-20 20:41:41,18,20,Evening,False,131.0,2.18,Valid
6F270,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 18:14:41,2026-04-20 19:02:41,18,19,Evening,False,48.0,0.8,Valid
6F012,IndiGo,CCU,HYD,CCU → HYD,2026-04-20 18:06:41,2026-04-20 21:31:41,18,21,Evening,False,205.0,3.42,Valid
SJ236,SpiceJet,MAA,BOM,MAA → BOM,2026-04-20 18:03:41,2026-04-20 22:02:41,18,22,Evening,False,239.0,3.98,Valid
6F149,IndiGo,BLR,CCU,BLR → CCU,2026-04-20 17:57:41,2026-04-20 20:42:41,17,20,Afternoon,False,165.0,2.75,Valid
UK004,Vistara,BOM,CCU,BOM → CCU,2026-04-20 17:56:41,2026-04-20 18:30:41,17,18,Afternoon,False,34.0,0.57,Valid
UK010,Vistara,MAA,HYD,MAA → HYD,2026-04-20 17:53:41,2026-04-20 20:40:41,17,20,Afternoon,False,167.0,2.78,Valid
UK215,Vistara,BOM,DEL,BOM → DEL,2026-04-20 17:38:41,2026-04-20 19:50:41,17,19,Afternoon,False,132.0,2.2,Valid
SJ116,SpiceJet,HYD,CCU,HYD → CCU,2026-04-20 17:33:41,2026-04-20 19:02:41,17,19,Afternoon,False,89.0,1.48,Valid
SJ023,SpiceJet,HYD,MAA,HYD → MAA,2026-04-20 17:27:41,2026-04-20 19:09:41,17,19,Afternoon,False,102.0,1.7,Valid
UK152,Vistara,BOM,CCU,BOM → CCU,2026-04-20 17:24:41,2026-04-20 20:13:41,17,20,Afternoon,False,169.0,2.82,Valid
SJ202,SpiceJet,CCU,HYD,CCU → HYD,2026-04-20 17:21:41,2026-04-20 19:08:41,17,19,Afternoon,False,107.0,1.78,Valid
6F043,IndiGo,BOM,HYD,BOM → HYD,2026-04-20 17:17:41,2026-04-20 18:43:41,17,18,Afternoon,False,86.0,1.43,Valid
UK173,Vistara,MAA,BLR,MAA → BLR,2026-04-20 17:06:41,2026-04-20 21:22:41,17,21,Afternoon,False,256.0,4.27,Valid
SJ081,SpiceJet,BOM,BLR,BOM → BLR,2026-04-20 17:04:41,2026-04-20 18:53:41,17,18,Afternoon,False,109.0,1.82,Valid
UK153,Vistara,CCU,HYD,CCU → HYD,2026-04-20 16:52:41,2026-04-20 20:53:41,16,20,Afternoon,False,241.0,4.02,Valid
UK187,Vistara,BLR,BOM,BLR → BOM,2026-04-20 16:52:41,2026-04-20 18:42:41,16,18,Afternoon,False,110.0,1.83,Valid
UK055,Vistara,HYD,DEL,HYD → DEL,2026-04-20 16:48:41,2026-04-20 19:31:41,16,19,Afternoon,False,163.0,2.72,Valid
UK181,Vistara,MAA,DEL,MAA → DEL,2026-04-20 16:44:41,2026-04-20 19:26:41,16,19,Afternoon,False,162.0,2.7,Valid
UK074,Vistara,BOM,DEL,BOM → DEL,2026-04-20 16:44:41,2026-04-20 18:41:41,16,18,Afternoon,False,117.0,1.95,Valid
SJ068,SpiceJet,BLR,BOM,BLR → BOM,2026-04-20 16:44:41,2026-04-20 18:48:41,16,18,Afternoon,False,124.0,2.07,Valid
AI242,Air India,BLR,CCU,BLR → CCU,2026-04-20 16:41:41,2026-04-20 17:43:41,16,17,Afternoon,False,62.0,1.03,Valid
SJ237,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 16:32:41,2026-04-20 19:00:41,16,19,Afternoon,False,148.0,2.47,Valid
6F194,IndiGo,BOM,CCU,BOM → CCU,2026-04-20 16:29:41,2026-04-20 18:27:41,16,18,Afternoon,False,118.0,1.97,Valid
UK063,Vistara,DEL,BOM,DEL → BOM,2026-04-20 16:29:41,2026-04-20 17:41:41,16,17,Afternoon,False,72.0,1.2,Valid
UK068,Vistara,BLR,MAA,BLR → MAA,2026-04-20 16:28:41,2026-04-20 18:09:41,16,18,Afternoon,False,101.0,1.68,Valid
UK224,Vistara,CCU,MAA,CCU → MAA,2026-04-20 16:25:41,2026-04-20 20:24:41,16,20,Afternoon,False,239.0,3.98,Valid
UK077,Vistara,HYD,BOM,HYD → BOM,2026-04-20 16:22:41,2026-04-20 18:00:41,16,18,Afternoon,False,98.0,1.63,Valid
UK207,Vistara,MAA,CCU,MAA → CCU,2026-04-20 16:21:41,2026-04-20 17:36:41,16,17,Afternoon,False,75.0,1.25,Valid
AI221,Air India,MAA,HYD,MAA → HYD,2026-04-20 16:18:41,2026-04-20 18:54:41,16,18,Afternoon,False,156.0,2.6,Valid
UK109,Vistara,BLR,BOM,BLR → BOM,2026-04-20 16:06:41,2026-04-20 17:06:42,16,17,Afternoon,False,60.02,1.0,Valid
UK089,Vistara,BOM,HYD,BOM → HYD,2026-04-20 15:38:41,2026-04-20 19:50:41,15,19,Afternoon,False,252.0,4.2,Valid
AI072,Air India,BLR,CCU,BLR → CCU,2026-04-20 15:34:41,2026-04-20 16:32:41,15,16,Afternoon,False,58.0,0.97,Valid
UK131,Vistara,BOM,DEL,BOM → DEL,2026-04-20 15:33:41,2026-04-20 19:39:41,15,19,Afternoon,False,246.0,4.1,Valid
SJ150,SpiceJet,BOM,HYD,BOM → HYD,2026-04-20 15:33:41,2026-04-20 19:03:41,15,19,Afternoon,False,210.0,3.5,Valid
6F097,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 15:32:41,2026-04-20 16:49:41,15,16,Afternoon,False,77.0,1.28,Valid
6F123,IndiGo,DEL,HYD,DEL → HYD,2026-04-20 15:26:41,2026-04-20 17:12:41,15,17,Afternoon,False,106.0,1.77,Valid
6F017,IndiGo,CCU,BOM,CCU → BOM,2026-04-20 15:25:41,2026-04-20 18:06:41,15,18,Afternoon,False,161.0,2.68,Valid
6F245,IndiGo,CCU,BOM,CCU → BOM,2026-04-20 15:25:41,2026-04-20 18:06:41,15,18,Afternoon,False,161.0,2.68,Valid
6F180,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 15:24:41,2026-04-20 19:48:41,15,19,Afternoon,False,264.0,4.4,Valid
6F152,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 15:21:41,2026-04-20 17:25:41,15,17,Afternoon,False,124.0,2.07,Valid
SJ034,SpiceJet,MAA,BOM,MAA → BOM,2026-04-20 15:20:41,2026-04-20 20:11:41,15,20,Afternoon,False,291.0,4.85,Valid
SJ142,SpiceJet,CCU,BOM,CCU → BOM,2026-04-20 15:14:41,2026-04-20 16:56:41,15,16,Afternoon,False,102.0,1.7,Valid
UK189,Vistara,BLR,MAA,BLR → MAA,2026-04-20 15:07:41,2026-04-20 18:51:41,15,18,Afternoon,False,224.0,3.73,Valid
SJ044,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 15:06:41,2026-04-20 17:43:41,15,17,Afternoon,False,157.0,2.62,Valid
SJ196,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 14:58:41,2026-04-20 17:44:41,14,17,Afternoon,False,166.0,2.77,Valid
6F188,IndiGo,DEL,HYD,DEL → HYD,2026-04-20 14:57:41,2026-04-20 19:39:41,14,19,Afternoon,False,282.0,4.7,Valid
6F181,IndiGo,BOM,MAA,BOM → MAA,2026-04-20 14:55:41,2026-04-20 16:43:41,14,16,Afternoon,False,108.0,1.8,Valid
6F077,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 14:55:41,2026-04-20 19:13:41,14,19,Afternoon,False,258.0,4.3,Valid
SJ154,SpiceJet,BLR,HYD,BLR → HYD,2026-04-20 14:47:41,2026-04-20 16:26:41,14,16,Afternoon,False,99.0,1.65,Valid
AI025,Air India,HYD,DEL,HYD → DEL,2026-04-20 14:46:41,2026-04-20 17:11:41,14,17,Afternoon,False,145.0,2.42,Valid
AI094,Air India,DEL,BLR,DEL → BLR,2026-04-20 14:44:41,2026-04-20 15:44:42,14,15,Afternoon,False,60.02,1.0,Valid
6F191,IndiGo,BLR,DEL,BLR → DEL,2026-04-20 14:41:41,2026-04-20 15:11:41,14,15,Afternoon,False,30.0,0.5,Valid
SJ085,SpiceJet,BLR,MAA,BLR → MAA,2026-04-20 14:41:41,2026-04-20 19:11:41,14,19,Afternoon,False,270.0,4.5,Valid
6F261,IndiGo,CCU,DEL,CCU → DEL,2026-04-20 14:31:41,2026-04-20 17:29:41,14,17,Afternoon,False,178.0,2.97,Valid
6F129,IndiGo,DEL,CCU,DEL → CCU,2026-04-20 14:28:41,2026-04-20 16:47:41,14,16,Afternoon,False,139.0,2.32,Valid
6F254,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 14:26:41,2026-04-20 18:01:41,14,18,Afternoon,False,215.0,3.58,Valid
SJ185,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 14:21:41,2026-04-20 15:21:41,14,15,Afternoon,False,60.0,1.0,Valid
6F030,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 14:20:41,2026-04-20 17:10:41,14,17,Afternoon,False,170.0,2.83,Valid
SJ222,SpiceJet,BOM,DEL,BOM → DEL,2026-04-20 14:15:41,2026-04-20 17:09:41,14,17,Afternoon,False,174.0,2.9,Valid
6F259,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 14:10:41,2026-04-20 15:21:41,14,15,Afternoon,False,71.0,1.18,Valid
UK083,Vistara,DEL,HYD,DEL → HYD,2026-04-20 14:10:41,2026-04-20 14:59:41,14,14,Afternoon,False,49.0,0.82,Valid
6F051,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 13:58:41,2026-04-20 15:58:41,13,15,Afternoon,False,120.0,2.0,Valid
SJ088,SpiceJet,CCU,MAA,CCU → MAA,2026-04-20 13:54:41,2026-04-20 14:26:41,13,14,Afternoon,False,32.0,0.53,Valid
6F146,IndiGo,HYD,MAA,HYD → MAA,2026-04-20 13:51:41,2026-04-20 15:07:41,13,15,Afternoon,False,76.0,1.27,Valid
6F047,IndiGo,MAA,DEL,MAA → DEL,2026-04-20 13:50:41,2026-04-20 15:55:41,13,15,Afternoon,False,125.0,2.08,Valid
AI077,Air India,CCU,HYD,CCU → HYD,2026-04-20 13:45:41,2026-04-20 14:51:41,13,14,Afternoon,False,66.0,1.1,Valid
UK134,Vistara,HYD,CCU,HYD → CCU,2026-04-20 13:44:41,2026-04-20 17:26:41,13,17,Afternoon,False,222.0,3.7,Valid
AI056,Air India,DEL,MAA,DEL → MAA,2026-04-20 13:44:41,2026-04-20 17:39:41,13,17,Afternoon,False,235.0,3.92,Valid
UK141,Vistara,HYD,MAA,HYD → MAA,2026-04-20 13:38:41,2026-04-20 15:59:41,13,15,Afternoon,False,141.0,2.35,Valid
AI030,Air India,CCU,HYD,CCU → HYD,2026-04-20 13:33:41,2026-04-20 16:52:41,13,16,Afternoon,False,199.0,3.32,Valid
AI029,Air India,MAA,DEL,MAA → DEL,2026-04-20 13:29:41,2026-04-20 17:53:41,13,17,Afternoon,False,264.0,4.4,Valid
SJ167,SpiceJet,MAA,CCU,MAA → CCU,2026-04-20 13:18:41,2026-04-20 14:12:41,13,14,Afternoon,False,54.0,0.9,Valid
UK017,Vistara,BLR,HYD,BLR → HYD,2026-04-20 13:14:41,2026-04-20 14:49:41,13,14,Afternoon,False,95.0,1.58,Valid
6F229,IndiGo,MAA,DEL,MAA → DEL,2026-04-20 13:10:41,2026-04-20 14:30:41,13,14,Afternoon,False,80.0,1.33,Valid
SJ117,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 13:10:41,2026-04-20 17:06:41,13,17,Afternoon,False,236.0,3.93,Valid
6F184,IndiGo,MAA,BOM,MAA → BOM,2026-04-20 13:05:41,2026-04-20 16:04:41,13,16,Afternoon,False,179.0,2.98,Valid
AI031,Air India,DEL,MAA,DEL → MAA,2026-04-20 13:05:41,2026-04-20 16:11:41,13,16,Afternoon,False,186.0,3.1,Valid
AI178,Air India,CCU,BLR,CCU → BLR,2026-04-20 13:04:41,2026-04-20 14:03:41,13,14,Afternoon,False,59.0,0.98,Valid
SJ089,SpiceJet,HYD,CCU,HYD → CCU,2026-04-20 12:42:41,2026-04-20 17:15:41,12,17,Afternoon,False,273.0,4.55,Valid
UK166,Vistara,HYD,MAA,HYD → MAA,2026-04-20 12:39:41,2026-04-20 17:32:41,12,17,Afternoon,False,293.0,4.88,Valid
UK104,Vistara,DEL,BOM,DEL → BOM,2026-04-20 12:30:41,2026-04-20 13:52:41,12,13,Afternoon,False,82.0,1.37,Valid
6F168,IndiGo,HYD,DEL,HYD → DEL,2026-04-20 12:18:41,2026-04-20 15:58:41,12,15,Afternoon,False,220.0,3.67,Valid
AI222,Air India,BOM,DEL,BOM → DEL,2026-04-20 12:10:41,2026-04-20 13:14:41,12,13,Afternoon,False,64.0,1.07,Valid
SJ025,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 12:02:41,2026-04-20 15:29:41,12,15,Afternoon,False,207.0,3.45,Valid
6F255,IndiGo,DEL,BOM,DEL → BOM,2026-04-20 11:59:41,2026-04-20 15:33:41,11,15,Morning,False,214.0,3.57,Valid
UK228,Vistara,DEL,MAA,DEL → MAA,2026-04-20 11:58:41,2026-04-20 15:08:41,11,15,Morning,False,190.0,3.17,Valid
6F158,IndiGo,CCU,MAA,CCU → MAA,2026-04-20 11:58:41,2026-04-20 16:04:41,11,16,Morning,False,246.0,4.1,Valid
SJ218,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 11:58:41,2026-04-20 15:03:41,11,15,Morning,False,185.0,3.08,Valid
6F034,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 11:53:41,2026-04-20 12:49:41,11,12,Morning,False,56.0,0.93,Valid
UK156,Vistara,MAA,BLR,MAA → BLR,2026-04-20 11:50:41,2026-04-20 15:54:41,11,15,Morning,False,244.0,4.07,Valid
6F105,IndiGo,BLR,BOM,BLR → BOM,2026-04-20 11:46:41,2026-04-20 12:58:41,11,12,Morning,False,72.0,1.2,Valid
6F073,IndiGo,DEL,CCU,DEL → CCU,2026-04-20 11:38:41,2026-04-20 15:18:41,11,15,Morning,False,220.0,3.67,Valid
SJ074,SpiceJet,DEL,CCU,DEL → CCU,2026-04-20 11:21:41,2026-04-20 12:02:41,11,12,Morning,False,41.0,0.68,Valid
6F234,IndiGo,BOM,DEL,BOM → DEL,2026-04-20 11:20:41,2026-04-20 14:11:41,11,14,Morning,False,171.0,2.85,Valid
6F068,IndiGo,BLR,HYD,BLR → HYD,2026-04-20 11:17:41,2026-04-20 15:06:41,11,15,Morning,False,229.0,3.82,Valid
6F074,IndiGo,HYD,BOM,HYD → BOM,2026-04-20 11:09:41,2026-04-20 14:29:41,11,14,Morning,False,200.0,3.33,Valid
AI038,Air India,HYD,MAA,HYD → MAA,2026-04-20 11:05:41,2026-04-20 15:44:41,11,15,Morning,False,279.0,4.65,Valid
AI079,Air India,CCU,BLR,CCU → BLR,2026-04-20 11:04:41,2026-04-20 13:19:41,11,13,Morning,False,135.0,2.25,Valid
SJ018,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 10:58:41,2026-04-20 13:31:41,10,13,Morning,False,153.0,2.55,Valid
6F018,IndiGo,DEL,BLR,DEL → BLR,2026-04-20 10:57:41,2026-04-20 11:43:41,10,11,Morning,False,46.0,0.77,Valid
AI091,Air India,CCU,MAA,CCU → MAA,2026-04-20 10:52:41,2026-04-20 15:15:41,10,15,Morning,False,263.0,4.38,Valid
UK071,Vistara,DEL,HYD,DEL → HYD,2026-04-20 10:50:41,2026-04-20 14:06:41,10,14,Morning,False,196.0,3.27,Valid
AI019,Air India,BOM,CCU,BOM → CCU,2026-04-20 10:49:41,2026-04-20 11:51:41,10,11,Morning,False,62.0,1.03,Valid
UK212,Vistara,HYD,MAA,HYD → MAA,2026-04-20 10:46:41,2026-04-20 11:31:41,10,11,Morning,False,45.0,0.75,Valid
AI146,Air India,BLR,DEL,BLR → DEL,2026-04-20 10:40:41,2026-04-20 13:46:41,10,13,Morning,False,186.0,3.1,Valid
6F232,IndiGo,MAA,BLR,MAA → BLR,2026-04-20 10:39:41,2026-04-20 12:22:41,10,12,Morning,False,103.0,1.72,Valid
6F084,IndiGo,CCU,HYD,CCU → HYD,2026-04-20 10:34:41,2026-04-20 11:34:42,10,11,Morning,False,60.02,1.0,Valid
AI129,Air India,BOM,CCU,BOM → CCU,2026-04-20 10:29:41,2026-04-20 13:38:41,10,13,Morning,False,189.0,3.15,Valid
AI240,Air India,MAA,DEL,MAA → DEL,2026-04-20 10:19:41,2026-04-20 12:46:41,10,12,Morning,False,147.0,2.45,Valid
6F091,IndiGo,BLR,CCU,BLR → CCU,2026-04-20 10:10:41,2026-04-20 11:36:41,10,11,Morning,False,86.0,1.43,Valid
UK133,Vistara,BOM,DEL,BOM → DEL,2026-04-20 10:04:41,2026-04-20 13:16:41,10,13,Morning,False,192.0,3.2,Valid
SJ007,SpiceJet,BOM,CCU,BOM → CCU,2026-04-20 10:03:41,2026-04-20 14:53:41,10,14,Morning,False,290.0,4.83,Valid
SJ141,SpiceJet,CCU,DEL,CCU → DEL,2026-04-20 10:00:41,2026-04-20 13:37:41,10,13,Morning,False,217.0,3.62,Valid
6F049,IndiGo,HYD,DEL,HYD → DEL,2026-04-20 10:00:41,2026-04-20 13:13:41,10,13,Morning,False,193.0,3.22,Valid
SJ235,SpiceJet,BOM,DEL,BOM → DEL,2026-04-20 09:57:41,2026-04-20 13:45:41,9,13,Morning,False,228.0,3.8,Valid
UK087,Vistara,HYD,MAA,HYD → MAA,2026-04-20 09:49:41,2026-04-20 13:17:41,9,13,Morning,False,208.0,3.47,Valid
UK170,Vistara,BOM,BLR,BOM → BLR,2026-04-20 09:42:41,2026-04-20 11:32:41,9,11,Morning,False,110.0,1.83,Valid
SJ078,SpiceJet,DEL,HYD,DEL → HYD,2026-04-20 09:41:41,2026-04-20 12:49:41,9,12,Morning,False,188.0,3.13,Valid
SJ075,SpiceJet,MAA,BLR,MAA → BLR,2026-04-20 09:26:41,2026-04-20 11:03:41,9,11,Morning,False,97.0,1.62,Valid
AI159,Air India,HYD,BLR,HYD → BLR,2026-04-20 09:23:41,2026-04-20 11:36:41,9,11,Morning,False,133.0,2.22,Valid
UK120,Vistara,HYD,DEL,HYD → DEL,2026-04-20 09:19:41,2026-04-20 13:30:41,9,13,Morning,False,251.0,4.18,Valid
AI059,Air India,CCU,DEL,CCU → DEL,2026-04-20 09:16:41,2026-04-20 11:43:41,9,11,Morning,False,147.0,2.45,Valid
